epochs,train_loss,valid_loss,COCOMetric
0,0.3638285994529724,0.3692486584186554,0.29684727334455135
1,0.3317703902721405,0.32779717445373535,0.34009408326401386
2,0.2927069664001465,0.30872857570648193,0.37952811634905204
3,0.2998619079589844,0.28232085704803467,0.44165215802029834
4,0.26961663365364075,0.32079237699508667,0.3485906056963165
5,0.2644011974334717,0.30751001834869385,0.3431785679248584
6,0.24103569984436035,0.27778300642967224,0.46844694916378976
7,0.2712583839893341,0.29333963990211487,0.46135248537042556
8,0.22445735335350037,0.28895655274391174,0.45298171419534894
9,0.2262360155582428,0.24553954601287842,0.571795571438945
10,0.2072506546974182,0.2579517960548401,0.5494651140852352
11,0.22778813540935516,0.25211548805236816,0.5582279774492002
12,0.20338505506515503,0.23698890209197998,0.610308327164062
13,0.18298909068107605,0.21341723203659058,0.644784078966963
14,0.1917729675769806,0.22625041007995605,0.6297364651080962
15,0.15862849354743958,0.21036449074745178,0.6621403819121676
16,0.18205678462982178,0.2265167236328125,0.6315350459026594
17,0.17740924656391144,0.20591861009597778,0.658646322371463
18,0.1671011745929718,0.20862042903900146,0.6571707607376547
19,0.149821475148201,0.1995617151260376,0.6733850720677036
20,0.1538853794336319,0.20358692109584808,0.6751645415104447
21,0.1429414600133896,0.20151321589946747,0.6720494430306021
22,0.16045017540454865,0.19821885228157043,0.6747428413019386
23,0.15733477473258972,0.19865261018276215,0.6761864575217879
24,0.135680690407753,0.19693529605865479,0.6780210274428055
