epochs,train_loss,valid_loss,COCOMetric
0,0.35701772570610046,0.3641340732574463,0.3173103273079299
1,0.32122138142585754,0.33970946073532104,0.3724800518512877
2,0.3115685284137726,0.33131104707717896,0.4031310915105883
3,0.31022244691848755,0.30971941351890564,0.40593303796713515
4,0.2743355631828308,0.2862006425857544,0.459150784867156
5,0.2630650997161865,0.27122893929481506,0.4915769519505641
6,0.2662476599216461,0.2580971121788025,0.5121563260564289
7,0.24438181519508362,0.2833901047706604,0.4703099511648132
8,0.22162866592407227,0.24371367692947388,0.5373751262003928
9,0.2223580926656723,0.2630721926689148,0.5158549425552389
10,0.22068418562412262,0.24903912842273712,0.5634779250550875
11,0.19551187753677368,0.23135721683502197,0.5860310248733075
12,0.1983739584684372,0.24235676229000092,0.6011209139161191
13,0.1879560351371765,0.21495425701141357,0.6195802794643812
14,0.17619028687477112,0.22034601867198944,0.6327460217628684
15,0.17231419682502747,0.20913207530975342,0.6376791203491045
16,0.16150039434432983,0.19776174426078796,0.6480074936473974
17,0.15087725222110748,0.2069626748561859,0.6328378934735506
18,0.1503746062517166,0.20034345984458923,0.6494112111910674
19,0.14543887972831726,0.19357432425022125,0.6688463529689176
20,0.15035110712051392,0.19381572306156158,0.6646833065842038
21,0.14815296232700348,0.21087516844272614,0.6316807054275656
22,0.1379268318414688,0.20140688121318817,0.6707812632295188
23,0.15614257752895355,0.2029586136341095,0.6581860806652929
24,0.14465893805027008,0.20154650509357452,0.6584251263468384
