epochs,train_loss,valid_loss,COCOMetric
0,0.4146224856376648,0.4226396381855011,0.168777870294195
1,0.38531357049942017,0.387987345457077,0.24640833059043066
2,0.36611631512641907,0.3582775592803955,0.28819956931177043
3,0.3348430097103119,0.33458009362220764,0.35068796827792187
4,0.3263096213340759,0.3188738226890564,0.3785010296025257
5,0.2991419732570648,0.30115199089050293,0.4048578792421037
6,0.2851202189922333,0.30648717284202576,0.4209330673092602
7,0.2688039243221283,0.26276662945747375,0.47130721747627635
8,0.2505185604095459,0.26811105012893677,0.4824575245205642
9,0.2535812556743622,0.27103736996650696,0.47402793041030095
10,0.24402397871017456,0.2682707905769348,0.4771468422298795
11,0.23598149418830872,0.26002904772758484,0.5060066524271428
12,0.22640928626060486,0.25611239671707153,0.5281955117965033
13,0.21693554520606995,0.23530352115631104,0.549597707467449
14,0.21490569412708282,0.2306583672761917,0.5764897295134974
15,0.20871520042419434,0.22861678898334503,0.5806267181236695
16,0.20022466778755188,0.2395208477973938,0.5768458499571337
17,0.19444848597049713,0.23752687871456146,0.5681866118251009
18,0.1973562240600586,0.22874681651592255,0.5813973391295911
19,0.19748370349407196,0.22826965153217316,0.6021249577140122
20,0.1978936791419983,0.2185036987066269,0.6221412704491783
21,0.18484021723270416,0.22036166489124298,0.6056478944572602
22,0.18471898138523102,0.21962428092956543,0.6118804886053961
23,0.17807795107364655,0.22012129426002502,0.6160524588959225
24,0.18189090490341187,0.2199007123708725,0.6184711014146067
